@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CorrelationAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients157' numeric
@attribute 'Histogram of JPEG Coefficients70' numeric
@attribute 'Histogram of JPEG Coefficients158' numeric
@attribute 'Histogram of JPEG Coefficients96' numeric
@attribute 'Histogram of JPEG Coefficients85' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients149' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute 'Histogram of JPEG Coefficients152' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients160' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
23,30,20,131,158,26,10,18,100,19,2,15,15,19,8,116,12,94,5,dalmatian
29,51,32,98,87,44,25,23,115,36,12,22,31,23,11,113,15,255,11,dalmatian
22,38,21,153,141,29,14,14,92,19,9,12,18,18,15,111,29,208,12,dalmatian
26,54,38,113,107,41,19,15,102,25,16,21,33,17,13,70,7,232,6,dalmatian
12,25,18,123,116,24,12,14,87,14,13,11,18,12,17,78,8,202,5,dalmatian
23,26,15,59,35,14,9,13,78,20,3,11,11,12,12,69,8,214,3,dalmatian
40,56,41,103,63,42,17,20,151,33,11,22,27,27,16,184,15,255,8,dalmatian
43,51,46,158,114,63,28,28,119,41,11,30,42,32,16,96,16,237,7,dalmatian
32,56,29,113,117,43,20,24,134,30,15,20,27,23,19,139,13,248,10,dalmatian
97,90,0,64,69,0,0,35,39,81,1,0,0,49,0,74,3,237,11,dalmatian
30,63,41,118,75,63,25,20,136,34,14,28,28,29,52,92,32,255,11,dalmatian
50,65,31,130,82,41,26,30,117,45,25,18,30,32,25,142,40,255,26,dalmatian
36,57,32,166,135,39,13,21,54,37,23,18,23,19,52,78,14,230,18,dalmatian
39,43,28,67,60,43,25,28,126,31,14,20,22,27,19,123,16,255,15,dalmatian
33,57,37,135,111,41,22,26,116,35,16,23,28,27,29,123,25,234,18,dalmatian
36,57,29,62,55,31,25,26,126,27,9,23,26,27,30,129,28,255,13,dalmatian
43,59,29,76,61,47,18,29,106,46,7,24,25,28,10,127,11,255,10,dalmatian
38,57,34,157,98,48,25,30,109,46,10,20,34,26,16,105,24,238,21,dalmatian
10,18,7,78,54,10,5,8,107,10,4,9,2,11,5,91,5,255,6,dalmatian
42,46,1,95,81,2,1,21,46,36,0,1,1,20,1,127,14,255,15,dalmatian
11,14,11,30,22,11,6,4,62,7,7,9,9,7,4,69,5,159,5,dalmatian
44,52,39,126,89,43,17,31,74,54,13,18,35,25,14,94,11,255,13,dalmatian
48,70,25,100,60,44,25,25,103,34,12,22,29,22,18,128,22,255,11,dalmatian
23,26,0,35,43,0,0,11,37,26,0,0,0,13,0,53,0,192,3,dalmatian
36,49,39,90,59,52,21,18,153,28,6,24,29,25,18,154,13,255,7,dalmatian
33,46,37,140,94,44,26,26,114,25,7,26,32,22,11,95,11,253,7,dalmatian
36,46,31,133,146,39,30,23,87,35,12,21,34,28,23,85,23,197,15,dalmatian
12,14,8,16,12,11,7,9,62,11,5,7,8,11,3,61,5,151,3,dalmatian
27,35,23,198,190,30,17,17,121,23,18,20,19,19,31,116,21,220,12,dalmatian
28,39,31,106,104,33,21,22,124,30,12,29,19,24,28,130,34,159,13,dalmatian
43,62,48,185,114,58,30,25,82,37,32,22,35,28,15,99,17,240,15,dalmatian
35,52,40,132,121,55,22,20,124,33,24,29,30,19,11,131,11,244,17,dalmatian
31,46,17,84,39,41,11,16,57,32,7,10,22,16,6,69,9,255,7,dalmatian
27,32,0,54,33,0,0,12,36,22,0,0,0,18,0,58,0,254,1,dalmatian
7,9,8,15,10,6,3,3,49,5,2,3,5,5,2,49,2,153,2,dalmatian
24,35,29,131,79,33,19,19,140,26,11,20,20,15,24,117,17,255,6,dalmatian
36,62,31,146,122,38,25,25,97,36,7,19,30,23,18,122,21,255,11,dalmatian
10,24,9,119,119,17,4,4,64,7,14,6,6,10,15,78,20,155,19,anchor
17,17,12,73,140,22,9,11,25,21,29,8,18,9,38,27,41,25,24,anchor
12,22,16,138,102,27,8,6,48,11,20,8,15,8,22,38,22,255,22,anchor
33,48,31,50,53,50,24,23,140,37,22,21,44,24,29,134,24,58,29,anchor
8,10,7,10,13,9,5,4,52,9,5,5,6,5,1,54,2,135,3,anchor
78,68,0,71,75,0,0,34,36,71,0,0,0,34,0,84,3,177,11,anchor
21,32,16,152,143,28,10,13,85,25,25,10,11,22,27,118,78,255,45,anchor
98,122,90,8,9,120,169,181,85,255,8,55,242,62,5,70,3,6,9,anchor
42,56,45,93,98,61,22,27,136,43,22,23,51,25,19,125,8,109,12,anchor
44,51,35,209,132,50,19,26,104,35,19,22,37,31,17,115,22,232,24,anchor
41,52,43,85,94,52,19,30,143,32,12,22,38,23,10,122,5,180,5,anchor
8,19,9,97,137,15,7,4,61,6,9,8,8,9,16,66,12,172,8,anchor
17,32,13,17,23,18,4,7,52,17,19,9,8,14,13,66,12,138,19,anchor
38,51,29,105,123,43,15,24,115,30,19,14,26,22,30,104,19,105,17,anchor
38,55,42,85,72,61,32,23,135,31,31,30,31,29,44,103,29,82,14,anchor
49,70,29,113,86,43,13,29,84,52,17,14,25,20,14,92,15,120,14,anchor
34,55,17,222,225,28,9,24,91,33,23,14,12,27,21,129,60,143,35,anchor
30,55,22,233,166,40,16,36,72,35,24,15,28,25,35,95,42,149,14,anchor
6,7,3,15,15,5,2,2,49,5,8,3,1,3,7,54,2,157,3,anchor
44,70,30,153,161,44,21,25,111,45,24,23,26,28,29,136,31,255,20,anchor
12,23,27,167,146,47,14,6,90,13,31,17,20,8,47,76,24,158,28,anchor
34,50,45,21,31,51,30,25,85,40,17,21,44,30,15,104,13,26,10,anchor
41,55,38,64,81,47,23,25,80,37,34,26,36,29,25,89,18,77,21,anchor
26,31,36,8,9,27,15,16,163,21,4,19,24,15,15,147,21,28,7,anchor
8,13,13,10,20,15,5,3,51,6,5,7,10,7,2,56,9,139,11,anchor
35,54,33,93,68,35,22,34,71,37,9,18,28,24,13,84,13,223,10,anchor
6,9,3,18,15,5,1,3,46,5,7,2,1,4,9,49,3,154,3,anchor
22,30,25,4,7,39,19,17,126,28,10,18,23,21,9,101,7,108,5,anchor
54,53,41,90,102,43,23,31,102,47,17,25,40,36,25,114,24,151,15,anchor
32,45,33,121,80,56,21,19,108,29,17,19,25,22,23,124,15,214,13,anchor
47,76,43,83,67,66,25,31,75,52,14,23,42,31,8,94,12,188,10,anchor
36,59,29,188,206,40,17,28,71,46,22,16,27,27,24,86,19,107,15,anchor
8,9,6,15,21,6,2,5,49,7,3,3,4,3,3,53,6,137,2,anchor
9,15,15,28,26,13,6,6,59,10,3,6,12,6,1,58,2,145,4,anchor
60,79,28,136,85,30,14,28,102,58,24,18,24,40,16,154,31,255,36,anchor
34,48,48,214,165,46,48,34,83,43,30,40,59,33,53,84,37,165,35,anchor
46,68,57,30,31,64,22,24,97,48,5,24,46,23,3,92,4,74,6,anchor
7,12,12,9,10,12,6,3,57,7,5,6,8,4,4,51,5,141,8,anchor
14,18,11,20,25,16,6,8,64,17,12,6,8,9,12,60,3,148,4,anchor
14,12,0,29,22,0,0,7,37,10,0,0,0,7,0,43,0,171,1,anchor
5,10,7,12,6,7,3,2,46,3,3,4,6,5,2,45,2,137,2,anchor
24,37,18,224,193,28,9,15,26,24,35,6,21,12,34,34,28,102,34,anchor
27,34,0,130,88,0,0,11,36,28,0,0,0,15,0,60,3,255,9,brain
25,17,0,26,19,0,0,12,36,24,0,0,0,9,0,47,0,158,0,brain
14,18,0,42,21,0,0,8,36,25,0,0,0,9,0,47,0,176,0,brain
2,5,6,136,65,7,1,0,46,1,2,2,5,2,2,42,1,255,1,brain
24,28,17,20,28,20,5,12,50,26,7,6,12,9,4,63,13,140,11,brain
14,19,11,45,59,21,9,9,67,13,5,10,9,8,8,67,6,255,2,brain
22,31,15,39,42,20,6,13,61,32,13,8,19,10,8,67,9,133,11,brain
28,44,28,39,57,47,20,25,92,30,24,19,27,25,19,79,16,152,17,brain
18,13,0,24,10,0,0,8,36,19,0,0,0,8,0,43,0,157,0,brain
34,54,0,126,83,0,0,16,36,27,0,0,0,22,0,67,4,255,14,brain
22,18,0,28,23,0,0,12,36,22,0,0,0,11,0,48,0,155,0,brain
12,27,20,25,26,30,10,6,70,11,15,10,20,10,13,63,12,148,19,brain
55,62,47,104,136,47,15,34,55,47,84,22,27,31,93,43,101,47,88,brain
18,27,22,128,128,28,12,10,91,17,46,17,18,14,43,90,44,140,38,brain
42,60,14,186,148,16,9,31,71,54,9,9,11,27,8,114,36,255,39,brain
71,89,103,28,32,110,48,27,127,56,1,49,87,42,1,145,5,25,4,brain
23,18,0,57,37,0,0,11,36,24,0,0,0,10,0,46,0,150,0,brain
73,73,0,100,121,0,0,39,36,88,0,0,0,37,0,47,0,50,0,brain
17,29,9,127,129,15,6,14,127,19,10,10,7,16,15,144,12,255,9,brain
32,43,0,109,78,0,0,13,36,21,0,0,0,19,0,64,4,255,11,brain
32,50,0,117,72,0,0,17,36,33,0,0,0,22,0,71,4,255,12,brain
34,56,44,163,93,55,22,27,69,49,14,19,48,25,10,61,9,172,13,brain
20,30,19,78,72,29,10,12,55,18,19,12,13,10,24,61,30,247,24,brain
1,2,5,120,74,7,3,1,45,0,2,2,2,0,2,40,0,255,0,brain
8,10,5,27,14,9,3,5,53,6,7,4,6,6,7,53,5,145,3,brain
8,21,22,18,14,25,11,3,66,8,10,14,22,9,9,59,15,163,11,brain
19,17,0,32,13,0,0,9,36,23,0,0,0,9,0,45,0,157,0,brain
34,49,30,190,162,41,19,17,151,28,19,20,22,21,19,145,21,239,18,brain
17,15,0,17,13,0,0,9,36,17,0,0,0,7,0,45,0,151,0,brain
24,30,29,35,35,43,12,9,72,22,18,13,27,11,8,67,12,168,15,brain
40,42,23,53,70,21,9,16,101,40,15,10,21,22,7,137,11,164,21,brain
16,25,9,12,15,18,3,11,55,19,7,4,6,7,6,60,7,134,11,brain
10,28,16,168,115,28,7,6,55,11,18,8,17,6,19,53,27,255,34,brain
18,28,31,111,87,43,16,5,79,12,21,19,23,14,12,74,19,247,28,brain
28,41,22,86,82,31,13,19,96,33,18,17,20,20,27,138,19,255,17,brain
36,53,47,167,167,55,31,18,94,37,27,25,48,29,19,81,28,157,33,brain
53,47,0,132,66,0,0,23,36,62,0,0,0,32,0,70,0,226,2,brain
38,48,34,112,94,44,24,24,85,33,13,22,33,22,17,110,22,255,8,brain
27,30,30,39,43,39,17,11,69,23,20,14,25,12,24,73,18,168,16,brain
10,24,23,76,58,35,9,6,67,9,14,12,15,9,17,56,20,249,20,brain
40,51,6,151,100,10,3,30,60,38,8,4,6,27,4,95,10,255,10,brain
37,56,38,114,112,52,24,20,121,47,13,19,37,19,13,97,13,245,19,brain
35,46,17,80,89,20,14,24,82,33,13,14,16,24,8,98,19,162,22,brain
40,49,21,129,141,16,7,21,59,47,14,9,16,28,8,88,21,211,33,brain
26,31,22,128,130,31,13,15,102,22,10,13,14,17,10,110,10,255,7,brain
56,61,31,72,99,28,14,28,65,55,13,19,29,22,10,93,30,143,29,brain
22,33,23,46,34,38,10,10,62,16,14,15,13,14,21,64,14,207,18,brain
17,31,25,137,125,41,13,9,68,17,16,15,27,11,18,45,12,255,19,brain
3,3,7,96,61,11,6,1,64,2,7,6,5,2,10,44,1,255,1,brain
2,3,5,153,79,7,2,1,42,1,1,4,3,1,1,39,1,255,1,brain
40,61,0,67,59,0,0,18,36,33,0,0,0,26,0,86,2,255,8,brain
52,51,0,68,53,0,0,25,36,55,0,0,0,27,0,70,2,220,3,brain
4,5,7,2,5,5,3,3,39,6,1,3,6,2,1,38,0,129,0,brain
15,17,3,44,25,5,3,8,45,18,1,2,3,13,1,56,4,199,3,brain
33,36,56,23,17,60,24,14,70,37,25,24,50,17,80,45,54,11,31,brain
24,32,14,19,29,21,10,17,76,22,10,10,21,14,10,80,8,142,5,brain
28,36,25,76,60,32,11,14,51,25,10,12,20,10,3,63,2,255,4,brain
77,84,7,121,80,11,5,45,63,67,13,7,4,34,10,126,13,255,12,brain
9,21,20,61,37,26,5,6,56,6,19,11,14,10,12,56,10,191,13,brain
26,36,0,89,62,0,0,9,36,19,0,0,0,12,0,59,3,255,6,brain
13,18,11,37,32,16,4,9,52,12,8,7,8,9,5,58,12,152,10,brain
7,10,11,17,12,11,6,6,64,8,5,6,6,5,4,63,4,145,3,brain
31,37,38,100,58,46,19,18,75,30,30,22,28,21,21,79,14,238,17,brain
31,49,0,69,43,0,0,15,36,27,0,0,0,23,0,77,2,255,6,brain
3,4,11,20,20,8,9,3,56,6,0,8,12,2,0,49,0,169,0,brain
20,18,0,26,19,0,0,11,36,22,0,0,0,8,0,44,0,157,0,brain
38,47,0,105,66,0,0,12,36,28,0,0,0,24,0,77,6,255,15,brain
23,19,0,30,17,0,0,11,36,24,0,0,0,9,0,47,0,163,0,brain
11,23,13,107,47,27,8,4,54,4,21,13,11,10,14,45,16,255,25,brain
11,19,12,32,16,17,7,7,51,10,6,6,10,9,3,55,3,154,6,brain
25,39,33,50,59,38,13,11,77,19,16,15,22,14,22,85,20,157,22,brain
2,4,4,127,64,7,2,0,44,1,2,2,3,2,1,41,1,255,1,brain
20,28,16,25,37,25,7,8,78,20,12,9,14,9,10,68,7,151,13,brain
0,1,2,25,22,3,0,0,43,0,2,1,1,0,1,39,0,164,0,brain
14,13,0,19,11,0,0,8,36,13,0,0,0,7,0,45,0,147,0,brain
28,36,28,128,101,32,17,19,95,24,15,15,23,19,22,90,19,241,16,brain
31,39,0,100,58,0,0,18,36,34,0,0,0,13,0,56,0,210,1,brain
16,18,0,18,24,0,0,15,36,22,0,0,0,6,0,45,1,132,2,brain
31,48,39,103,95,58,22,18,67,36,24,21,51,20,13,47,32,165,35,brain
7,11,7,15,8,8,3,4,56,5,3,4,4,4,4,56,5,145,3,brain
67,72,83,12,29,73,42,32,75,60,2,40,79,46,5,110,18,11,11,brain
14,21,16,91,50,21,12,11,78,13,11,14,14,9,12,76,8,219,8,brain
36,45,0,113,80,0,0,13,36,29,0,0,0,22,0,71,5,255,10,brain
66,61,15,150,148,20,9,35,73,65,7,6,11,32,6,118,18,255,13,brain
32,52,0,115,85,0,0,21,36,34,0,0,0,21,0,74,7,255,13,brain
19,34,26,15,22,29,9,6,58,15,20,11,15,10,11,54,10,149,20,brain
26,34,35,17,12,43,17,10,112,26,23,18,27,9,24,78,8,145,18,brain
37,47,31,135,237,40,12,18,94,30,26,16,35,19,28,86,26,129,20,brain
14,15,12,9,13,10,4,9,46,12,4,3,10,4,4,53,17,129,4,brain
28,30,35,41,40,32,11,15,57,35,13,13,27,15,15,63,16,138,10,brain
4,5,14,35,30,14,8,2,57,4,0,10,11,3,1,44,0,170,0,brain
31,47,33,175,224,38,15,14,111,21,23,20,27,22,29,131,40,136,32,brain
37,52,0,102,69,0,0,13,36,35,0,0,0,19,0,73,4,255,11,brain
12,15,12,25,17,17,6,7,68,10,9,8,9,10,6,75,6,149,5,brain
13,22,12,32,28,19,3,6,56,10,10,5,6,8,8,59,11,150,10,brain
6,17,12,45,39,20,4,2,52,2,17,9,4,5,15,52,16,212,15,brain
32,40,33,34,56,37,19,17,139,27,7,16,29,20,9,144,8,184,6,brain
22,30,25,58,65,29,14,8,92,18,10,14,19,10,14,76,9,225,8,brain
49,45,12,178,174,25,9,31,38,42,30,5,14,30,24,72,24,255,18,ewer
9,10,8,179,170,8,7,5,83,7,4,8,7,9,6,72,3,202,4,ewer
8,7,5,50,54,9,3,5,63,6,5,4,5,5,7,57,5,185,3,ewer
44,70,35,84,93,61,25,33,150,38,14,26,40,32,13,159,21,116,16,ewer
26,41,24,99,108,38,8,13,112,22,22,16,19,16,23,119,14,255,14,ewer
20,20,15,155,144,20,7,14,96,17,10,10,11,16,9,91,11,255,9,ewer
9,16,8,82,69,15,3,7,59,9,5,4,6,5,4,64,5,255,4,ewer
33,58,16,49,80,38,13,24,78,36,21,12,19,22,27,104,41,169,24,ewer
39,61,23,70,91,37,22,26,126,37,11,18,27,29,19,147,35,255,25,ewer
7,9,9,23,24,10,3,3,68,6,3,4,4,6,4,63,2,164,2,ewer
6,13,5,51,39,9,6,5,62,8,4,5,4,6,8,58,5,178,4,ewer
41,54,32,40,46,45,18,31,99,40,14,17,25,33,14,101,19,42,16,ewer
27,45,31,135,94,57,25,16,78,22,19,18,43,18,16,72,17,255,20,ewer
27,39,28,60,70,35,11,12,126,23,12,18,23,18,13,92,24,150,21,ewer
21,42,24,140,136,32,11,16,82,23,14,18,22,20,19,90,9,248,15,ewer
21,26,12,17,17,20,5,11,70,17,6,7,11,12,5,77,2,157,1,ewer
44,57,26,137,125,47,19,26,94,30,16,16,28,26,16,105,16,255,21,ewer
24,40,23,115,119,30,12,13,83,23,16,9,18,17,29,93,23,255,16,ewer
8,10,10,99,255,11,5,6,73,7,4,6,6,7,6,69,3,55,4,ewer
32,41,23,61,81,32,11,15,80,25,13,14,15,23,12,101,11,181,13,ewer
30,40,20,184,210,28,11,20,93,34,21,13,14,28,21,116,21,128,26,ewer
18,28,18,96,105,34,14,8,71,18,14,12,16,9,11,89,12,255,13,ewer
26,38,32,86,121,40,13,14,98,23,17,14,30,14,13,79,18,115,16,ewer
9,15,13,110,107,22,6,5,85,11,9,8,8,7,11,82,7,220,10,ewer
26,46,25,182,166,38,16,21,90,24,15,19,21,25,25,89,34,255,24,ewer
32,56,30,99,113,46,23,23,115,34,36,27,34,18,27,103,30,255,28,ewer
40,64,32,193,179,48,21,25,136,39,23,22,24,27,22,115,24,233,27,ewer
11,16,9,28,39,11,7,6,56,13,8,5,7,7,10,55,7,145,5,ewer
16,25,14,149,154,16,8,9,101,9,5,8,8,12,8,108,12,255,8,ewer
61,56,0,110,167,0,0,37,36,69,0,0,0,38,0,49,1,166,4,ewer
15,32,15,131,169,23,10,11,75,11,9,12,12,11,13,77,25,210,11,ewer
32,48,19,90,73,29,13,18,98,29,9,13,15,19,11,154,15,255,9,ewer
36,36,25,32,36,30,20,21,111,33,11,18,33,20,11,125,8,160,5,ewer
25,32,19,87,59,27,16,13,86,22,10,10,18,13,13,78,15,248,13,ewer
21,32,14,155,169,20,7,8,83,15,15,10,10,12,20,98,10,182,14,ewer
22,35,21,200,138,28,13,20,111,28,26,14,19,17,23,116,21,229,17,ewer
19,32,20,70,81,28,11,11,84,19,15,14,19,11,13,85,24,201,21,ewer
17,18,12,121,120,13,9,7,78,10,3,10,7,14,5,87,11,234,5,ewer
8,11,5,12,10,6,3,5,56,7,1,3,2,5,4,52,5,144,2,ewer
28,35,30,108,131,32,12,16,77,26,5,13,23,17,10,113,13,231,8,ewer
25,33,6,84,80,4,2,15,173,33,20,7,1,23,7,226,3,65,9,ewer
8,14,13,169,186,15,6,4,61,9,6,9,7,6,7,72,3,178,4,ewer
50,76,31,4,5,42,16,24,123,44,14,14,25,26,16,116,14,12,14,ewer
20,22,0,92,143,0,0,9,36,21,0,0,0,11,0,48,6,125,13,ewer
21,33,36,133,100,35,18,10,67,19,16,19,32,10,15,63,20,243,22,ewer
16,19,14,71,71,27,10,9,123,13,8,13,13,14,12,95,20,255,7,ewer
20,33,29,141,100,42,18,9,87,19,16,14,29,10,20,43,24,241,20,ewer
14,32,17,90,86,32,13,8,97,10,19,11,13,11,22,92,16,255,13,ewer
28,39,29,80,83,39,19,22,97,24,19,18,25,19,28,95,24,255,16,ewer
8,8,5,9,11,5,2,4,63,7,1,3,4,5,4,60,5,133,0,ewer
36,59,23,97,96,36,18,30,78,38,26,15,22,20,20,114,20,255,16,ewer
19,27,17,58,59,23,11,10,100,13,8,15,17,13,14,83,9,255,7,ewer
31,39,19,192,160,33,11,14,70,28,14,14,17,21,24,95,22,189,17,ewer
29,35,15,134,156,28,15,16,98,27,11,13,12,20,18,140,10,255,6,ewer
8,16,12,79,65,12,8,4,61,5,7,8,8,6,10,59,15,188,16,ewer
25,31,19,63,68,34,10,15,67,20,26,17,14,18,23,73,9,178,12,ewer
39,61,21,172,144,41,15,25,91,40,35,11,25,27,33,118,37,255,27,ewer
24,33,21,173,131,30,7,10,146,20,19,13,15,15,24,146,20,201,14,ewer
63,70,28,38,55,39,18,35,93,53,24,10,34,20,29,117,21,65,27,ewer
14,33,24,14,19,43,9,4,79,9,17,13,18,11,12,59,9,202,13,ewer
34,54,32,120,129,50,23,30,86,37,8,26,27,31,9,99,21,255,11,ewer
34,44,28,96,97,31,17,20,107,22,11,19,17,17,15,100,20,225,13,ewer
25,35,32,76,91,42,18,17,120,21,21,20,24,19,22,110,15,255,15,ewer
54,69,81,49,55,88,41,34,129,55,40,47,64,29,22,120,32,52,38,ewer
14,17,15,59,69,16,5,9,77,13,5,8,12,11,17,73,8,149,3,ewer
34,52,26,63,47,32,11,18,130,25,9,16,16,18,9,160,9,255,10,ewer
20,30,25,86,57,30,10,12,120,18,11,19,21,18,9,95,7,255,6,ewer
34,48,35,162,140,40,16,19,88,22,23,19,23,21,16,108,16,175,28,ewer
12,17,19,12,10,20,8,10,93,15,6,13,19,13,6,75,5,155,3,ewer
49,65,36,105,153,54,28,38,109,49,29,23,32,33,39,142,32,103,25,ewer
15,28,16,127,105,24,10,9,105,9,12,12,12,12,13,90,16,126,19,ewer
13,16,11,3,3,15,8,6,64,17,3,6,15,8,1,62,2,133,2,ewer
22,37,28,42,43,38,18,12,107,27,14,17,24,16,20,96,20,197,11,ewer
18,29,25,29,26,25,13,9,94,13,4,12,21,11,6,82,7,198,8,ewer
27,45,12,103,166,14,8,16,65,24,17,7,9,18,20,110,39,29,29,ewer
27,41,33,216,211,40,24,20,161,30,24,25,28,21,22,144,16,183,18,ewer
17,25,19,69,75,28,12,11,99,23,12,9,18,13,18,96,16,255,5,ewer
38,59,21,144,138,33,17,19,76,28,14,16,18,27,17,130,17,255,13,ewer
17,27,15,76,67,13,9,12,103,13,4,13,9,17,8,120,17,255,7,ewer
32,53,36,141,122,49,21,23,146,34,22,22,26,27,26,138,27,255,18,ewer
34,43,29,175,150,43,23,16,144,31,21,17,31,22,29,114,24,249,14,ewer
17,30,19,124,111,28,12,9,78,13,15,16,13,13,15,75,15,212,13,ewer
13,18,12,115,131,11,6,5,119,8,7,9,7,11,7,112,9,255,7,ewer
7,12,5,76,74,7,2,6,48,5,4,3,3,4,7,60,10,255,7,ewer
43,65,33,72,99,42,21,29,105,53,16,16,22,35,33,124,20,157,8,ewer
38,50,20,178,148,24,12,18,53,32,20,8,18,16,12,86,7,218,20,buddha
26,41,19,110,100,31,12,10,72,21,20,14,20,14,21,93,29,255,33,buddha
14,23,12,38,35,15,5,7,58,13,18,6,11,8,9,54,8,158,14,buddha
38,49,21,62,84,34,10,19,114,27,15,12,14,30,11,159,17,255,15,buddha
41,61,30,87,98,56,19,31,77,46,14,12,31,20,10,85,10,72,14,buddha
37,54,31,118,179,44,24,19,125,25,13,19,28,21,20,104,29,97,20,buddha
28,39,29,202,225,30,11,22,114,22,38,15,14,32,26,154,34,193,37,buddha
33,42,28,140,108,37,16,18,141,34,12,19,22,24,21,108,12,198,10,buddha
44,51,38,196,211,48,27,30,83,41,14,20,29,33,22,109,28,220,13,buddha
22,26,18,65,76,23,7,12,64,22,12,9,12,10,25,89,19,255,18,buddha
12,22,16,135,143,24,6,8,79,12,7,11,11,8,11,96,10,255,6,buddha
35,44,45,9,14,46,25,22,100,29,6,21,42,15,6,88,7,142,5,buddha
40,53,49,10,8,54,25,27,121,48,28,28,48,26,21,119,21,0,17,buddha
23,24,43,105,101,35,16,8,54,15,38,17,37,10,59,44,47,111,31,buddha
41,60,31,157,121,40,16,31,123,38,12,20,26,29,18,151,18,243,12,buddha
40,55,30,112,119,42,22,20,107,33,16,20,27,23,13,115,18,228,17,buddha
18,27,23,22,31,32,14,13,92,24,7,15,19,12,6,91,7,186,9,buddha
43,46,37,170,140,40,17,28,113,41,28,21,29,31,29,120,21,146,20,buddha
21,36,22,116,99,26,13,12,191,22,12,18,15,17,23,129,17,80,12,buddha
44,58,32,147,130,50,22,32,99,45,23,25,29,27,22,89,9,255,14,buddha
27,43,20,223,184,27,11,22,65,30,25,9,14,18,26,67,21,255,19,buddha
44,60,43,56,61,48,27,32,82,43,10,23,34,25,13,94,9,63,10,buddha
20,32,20,11,12,28,15,13,106,19,4,12,17,16,8,95,8,141,7,buddha
21,27,19,6,15,20,7,11,79,19,18,13,14,12,30,99,16,9,10,buddha
42,57,32,103,104,42,22,34,95,40,27,20,26,27,34,138,26,255,21,buddha
33,36,22,122,162,33,20,19,92,25,15,19,23,16,21,101,19,215,12,buddha
12,15,9,154,166,13,5,6,66,14,4,7,7,7,4,61,3,227,4,buddha
12,19,11,53,43,15,6,10,72,16,12,5,7,8,26,67,24,243,12,buddha
36,52,34,171,178,51,26,21,82,34,17,24,29,25,25,86,25,205,18,buddha
26,42,23,41,49,44,11,16,82,25,13,14,18,15,7,84,8,68,14,buddha
15,22,8,55,42,14,3,6,59,12,11,6,5,9,16,70,6,227,9,buddha
64,65,53,7,12,59,21,32,77,56,17,21,53,30,23,75,17,3,20,buddha
39,57,18,167,191,29,14,24,87,40,22,13,15,24,18,106,37,104,16,buddha
27,39,26,134,134,30,13,17,116,20,20,15,17,20,35,113,31,174,13,buddha
31,44,24,105,82,38,12,15,81,27,12,15,24,17,9,72,9,255,13,buddha
40,59,35,160,135,43,27,27,108,34,25,20,32,27,23,112,15,233,18,buddha
23,37,21,132,148,32,15,15,122,24,12,20,20,20,12,121,13,237,9,buddha
11,17,13,34,30,13,8,8,80,9,11,9,8,10,12,82,15,167,15,buddha
40,56,22,123,107,23,16,29,92,38,12,10,18,27,11,123,14,255,4,buddha
87,111,0,145,126,0,0,42,36,85,0,0,0,59,0,146,10,198,14,buddha
18,22,15,39,25,24,9,9,74,18,18,10,13,11,12,71,6,197,14,buddha
21,33,18,45,54,32,10,14,79,23,13,13,15,16,16,99,10,184,13,buddha
25,37,25,107,70,43,16,12,122,15,20,16,17,13,18,107,18,255,20,buddha
82,57,0,76,74,0,0,38,36,70,0,0,0,28,0,37,0,109,2,buddha
28,36,21,240,211,29,7,8,71,23,27,8,17,11,38,77,30,184,34,buddha
29,49,48,121,125,59,29,17,107,32,21,29,37,20,21,88,14,87,22,buddha
36,44,22,109,101,28,14,21,87,30,23,14,15,29,29,131,56,255,41,buddha
35,49,30,222,178,48,18,25,78,33,17,21,34,15,16,63,13,78,12,buddha
27,39,17,165,159,25,7,18,53,24,22,8,15,14,22,62,17,148,19,buddha
16,21,11,44,36,13,7,10,63,13,3,10,8,11,7,87,14,167,12,buddha
25,46,29,163,139,40,20,17,124,29,29,19,29,26,35,139,19,255,11,buddha
27,46,22,235,255,25,15,21,126,26,16,15,16,25,31,142,32,226,15,buddha
10,18,10,32,29,10,4,7,75,9,9,7,7,10,10,80,17,169,18,buddha
14,21,12,16,18,16,7,5,82,10,6,9,8,9,8,63,8,161,13,buddha
