@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients57' numeric
@attribute 'Histogram of JPEG Coefficients45' numeric
@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients58' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients31' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients23' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
119,65,23,131,94,103,30,158,139,7,20,134,15,13,10,8,81,26,116,dalmatian
29,25,29,98,255,35,51,87,72,15,32,100,31,17,25,11,31,44,113,dalmatian
14,8,22,153,208,15,38,141,26,12,21,37,18,15,14,15,49,29,111,dalmatian
29,3,26,113,232,18,54,107,28,23,38,64,33,27,19,13,47,41,70,dalmatian
11,8,12,123,202,22,25,116,19,6,18,29,18,11,12,17,49,24,78,dalmatian
17,1,23,59,214,10,26,35,14,6,15,24,11,5,9,12,21,14,69,dalmatian
16,0,40,103,255,6,56,63,3,14,41,18,27,15,17,16,51,42,184,dalmatian
12,3,43,158,237,7,51,114,16,22,46,37,42,24,28,16,42,63,96,dalmatian
10,14,32,113,248,15,56,117,36,19,29,32,27,17,20,19,46,43,139,dalmatian
50,8,97,64,237,30,90,69,42,0,0,98,0,0,0,0,50,0,74,dalmatian
1,1,30,118,255,2,63,75,3,30,41,3,28,34,25,52,15,63,92,dalmatian
20,24,50,130,255,35,65,82,63,16,31,58,30,24,26,25,70,41,142,dalmatian
46,16,36,166,230,30,57,135,32,14,32,46,23,21,13,52,102,39,78,dalmatian
6,4,39,67,255,12,43,60,11,19,28,23,22,17,25,19,23,43,123,dalmatian
45,12,33,135,234,27,57,111,26,15,37,31,28,16,22,29,65,41,123,dalmatian
6,3,36,62,255,6,57,55,11,19,29,18,26,10,25,30,43,31,129,dalmatian
3,2,43,76,255,5,59,61,7,13,29,13,25,18,18,10,29,47,127,dalmatian
25,1,38,157,238,12,57,98,7,22,34,30,34,30,25,16,50,48,105,dalmatian
3,3,10,78,255,5,18,54,10,1,7,10,2,3,5,5,16,10,91,dalmatian
7,2,42,95,255,7,46,81,10,0,1,7,1,0,1,1,30,2,127,dalmatian
20,1,11,30,159,18,14,22,19,4,11,38,9,7,6,4,14,11,69,dalmatian
3,0,44,126,255,0,52,89,4,20,39,7,35,32,17,14,58,43,94,dalmatian
5,5,48,100,255,6,70,60,11,17,25,30,29,20,25,18,26,44,128,dalmatian
11,1,23,35,192,7,26,43,7,0,0,19,0,0,0,0,19,0,53,dalmatian
13,2,36,90,255,5,49,59,7,15,39,21,29,20,21,18,44,52,154,dalmatian
22,3,33,140,253,6,46,94,20,23,37,51,32,18,26,11,61,44,95,dalmatian
21,1,36,133,197,8,46,146,8,17,31,24,34,26,30,23,68,39,85,dalmatian
11,9,12,16,151,9,14,12,20,6,8,22,8,9,7,3,8,11,61,dalmatian
13,1,27,198,220,7,35,190,8,8,23,44,19,11,17,31,134,30,116,dalmatian
50,0,28,106,159,12,39,104,33,12,31,104,19,13,21,28,31,33,130,dalmatian
21,3,43,185,240,13,62,114,20,24,48,41,35,37,30,15,71,58,99,dalmatian
39,5,35,132,244,26,52,121,31,17,40,38,30,24,22,11,82,55,131,dalmatian
2,2,31,84,255,3,46,39,9,12,17,10,22,16,11,6,22,41,69,dalmatian
9,2,27,54,254,8,32,33,11,0,0,15,0,0,0,0,16,0,58,dalmatian
2,0,7,15,153,1,9,10,3,3,8,3,5,3,3,2,7,6,49,dalmatian
8,6,24,131,255,6,35,79,11,16,29,16,20,16,19,24,17,33,117,dalmatian
23,1,36,146,255,6,62,122,7,19,31,15,30,27,25,18,68,38,122,dalmatian
46,14,10,119,155,58,24,119,31,2,9,43,6,5,4,15,36,17,78,anchor
63,3,17,73,25,43,17,140,33,11,12,30,18,17,9,38,85,22,27,anchor
16,6,12,138,255,14,22,102,19,7,16,25,15,15,8,22,47,27,38,anchor
43,46,33,50,58,58,48,53,51,42,31,56,44,60,24,29,33,50,134,anchor
20,4,8,10,135,16,10,13,16,6,7,21,6,10,5,1,7,9,54,anchor
93,61,78,71,177,102,68,75,59,0,0,52,0,0,0,0,81,0,84,anchor
22,16,21,152,255,29,32,143,25,6,16,34,11,8,10,27,105,28,118,anchor
23,63,98,8,6,15,122,9,41,70,90,28,242,108,169,5,8,120,70,anchor
126,81,42,93,109,137,56,98,144,34,45,147,51,45,22,19,100,61,125,anchor
29,2,44,209,232,10,51,132,17,18,35,26,37,25,19,17,82,50,115,anchor
129,49,41,85,180,166,52,94,110,19,43,157,38,30,19,10,73,52,122,anchor
41,15,8,97,172,35,19,137,47,3,9,53,8,5,7,16,58,15,66,anchor
48,4,17,17,138,31,32,23,30,7,13,34,8,7,4,13,26,18,66,anchor
116,61,38,105,105,94,51,123,112,18,29,93,26,29,15,30,73,43,104,anchor
18,4,38,85,82,25,55,72,4,23,42,6,31,29,32,44,82,61,103,anchor
204,68,49,113,120,250,70,86,63,17,29,78,25,20,13,14,42,43,92,anchor
86,11,34,222,143,94,55,225,25,9,17,37,12,16,9,21,241,28,129,anchor
15,5,30,233,149,14,55,166,15,13,22,16,28,22,16,35,74,40,95,anchor
1,0,6,15,157,1,7,15,4,0,3,4,1,1,2,7,10,5,54,anchor
34,15,44,153,255,22,70,161,23,24,30,26,26,26,21,29,116,44,136,anchor
94,12,12,167,158,95,23,146,20,10,27,19,20,24,14,47,75,47,76,anchor
68,75,34,21,26,76,50,31,142,33,45,119,44,43,30,15,43,51,104,anchor
191,87,41,64,77,188,55,81,200,25,38,176,36,44,23,25,92,47,89,anchor
48,45,26,8,28,48,31,9,80,17,36,66,24,18,15,15,9,27,147,anchor
9,3,8,10,139,19,13,20,15,6,13,17,10,11,5,2,18,15,56,anchor
35,12,35,93,223,30,54,68,39,17,33,40,28,30,22,13,48,35,84,anchor
1,0,6,18,154,1,9,15,3,0,3,3,1,1,1,9,10,5,49,anchor
103,46,22,4,108,141,30,7,222,15,25,187,23,25,19,9,14,39,101,anchor
115,64,54,90,151,114,53,102,139,22,41,127,40,45,23,25,123,43,114,anchor
46,3,32,121,214,31,45,80,4,17,33,9,25,18,21,23,45,56,124,anchor
198,65,47,83,188,207,76,67,107,30,43,112,42,45,25,8,54,66,94,anchor
169,4,36,188,107,121,59,206,38,20,29,75,27,29,17,24,206,40,86,anchor
31,4,8,15,137,22,9,21,12,2,6,12,4,3,2,3,13,6,53,anchor
21,3,9,28,145,18,15,26,14,7,15,20,12,13,6,1,12,13,58,anchor
110,14,60,136,255,106,79,85,37,17,28,87,24,19,14,16,61,30,154,anchor
163,8,34,214,165,168,48,165,41,33,48,51,59,50,48,53,149,46,84,anchor
85,50,46,30,74,92,68,31,131,27,57,164,46,47,22,3,35,64,92,anchor
5,1,7,9,141,5,12,10,6,3,12,8,8,6,6,4,11,12,51,anchor
10,11,14,20,148,11,18,25,20,5,11,20,8,8,6,12,22,16,60,anchor
6,0,14,29,171,7,12,22,5,0,0,6,0,0,0,0,10,0,43,anchor
5,0,5,12,137,5,10,6,2,1,7,4,6,3,3,2,7,7,45,anchor
54,14,24,224,102,38,37,193,25,15,18,30,21,17,9,34,89,28,34,anchor
13,7,27,130,255,10,34,88,9,0,0,17,0,0,0,0,131,0,60,brain
44,5,25,26,158,32,17,19,19,0,0,30,0,0,0,0,11,0,47,brain
1,0,14,42,176,2,18,21,5,0,0,3,0,0,0,0,5,0,47,brain
18,0,2,136,255,2,5,65,3,1,6,8,5,2,1,2,66,7,42,brain
32,51,24,20,140,38,28,28,42,13,17,40,12,24,5,4,20,20,63,brain
3,2,14,45,255,6,19,59,7,5,11,18,9,9,9,8,42,21,67,brain
29,22,22,39,133,53,31,42,54,13,15,56,19,25,6,8,37,20,67,brain
40,7,28,39,152,24,44,57,36,19,28,58,27,29,20,19,52,47,79,brain
31,4,18,24,157,15,13,10,17,0,0,25,0,0,0,0,5,0,43,brain
18,4,34,126,255,9,54,83,8,0,0,15,0,0,0,0,146,0,67,brain
44,4,22,28,155,24,18,23,20,0,0,31,0,0,0,0,9,0,48,brain
40,19,12,25,148,40,27,26,44,13,20,58,20,19,10,13,23,30,63,brain
102,44,55,104,47,86,62,136,109,25,47,118,27,47,15,93,157,47,43,brain
113,45,18,128,140,109,27,128,96,20,22,125,18,27,12,43,141,28,90,brain
27,7,42,186,255,29,60,148,35,7,14,39,11,10,9,8,164,16,114,brain
59,52,71,28,25,71,89,32,192,66,103,211,87,117,48,1,42,110,145,brain
21,4,23,57,150,16,18,37,14,0,0,17,0,0,0,0,21,0,46,brain
134,0,73,100,50,54,73,121,44,0,0,127,0,0,0,0,54,0,47,brain
13,14,17,127,255,18,29,129,46,5,9,84,7,9,6,15,122,15,144,brain
17,2,32,109,255,8,43,78,7,0,0,10,0,0,0,0,138,0,64,brain
11,5,32,117,255,6,50,72,12,0,0,11,0,0,0,0,129,0,71,brain
94,56,34,163,172,104,56,93,85,43,44,101,48,57,22,10,43,55,61,brain
17,7,20,78,247,14,30,72,18,11,19,14,13,18,10,24,19,29,61,brain
21,0,1,120,255,3,2,74,3,1,5,12,2,1,3,2,63,7,40,brain
6,0,8,27,145,3,10,14,7,2,5,9,6,3,3,7,9,9,53,brain
22,14,8,18,163,26,21,14,36,7,22,35,22,16,11,9,8,25,59,brain
39,5,19,32,157,26,17,13,18,0,0,26,0,0,0,0,10,0,45,brain
8,2,34,190,239,3,49,162,9,18,30,14,22,22,19,19,54,41,145,brain
33,3,17,17,151,24,15,13,19,0,0,30,0,0,0,0,6,0,45,brain
35,6,24,35,168,32,30,35,36,14,29,43,27,23,12,8,26,43,67,brain
151,46,40,53,164,145,42,70,104,14,23,110,21,29,9,7,80,21,137,brain
26,8,16,12,134,42,25,15,44,4,9,43,6,6,3,6,22,18,60,brain
8,4,10,168,255,12,28,115,14,13,16,12,17,20,7,19,54,28,53,brain
16,5,18,111,247,17,28,87,14,8,31,18,23,22,16,12,56,43,74,brain
19,10,28,86,255,28,41,82,25,12,22,31,20,16,13,27,95,31,138,brain
69,2,36,167,157,40,53,167,49,25,47,105,48,31,31,19,201,55,81,brain
14,2,53,132,226,10,47,66,9,0,0,23,0,0,0,0,42,0,70,brain
2,0,38,112,255,1,48,94,6,17,34,5,33,27,24,17,57,44,110,brain
23,9,27,39,168,24,30,43,28,16,30,32,25,23,17,24,30,39,73,brain
21,5,10,76,249,26,24,58,22,11,23,26,15,17,9,17,44,35,56,brain
15,0,40,151,255,9,51,100,15,3,6,26,6,6,3,4,39,10,95,brain
71,2,37,114,245,48,56,112,43,26,38,90,37,37,24,13,76,52,97,brain
30,12,35,80,162,39,46,89,28,11,17,51,16,21,14,8,64,20,98,brain
100,16,40,129,211,100,49,141,66,13,21,73,16,16,7,8,97,16,88,brain
13,2,26,128,255,8,31,130,11,7,22,39,14,7,13,10,163,31,110,brain
38,25,56,72,143,33,61,99,27,20,31,35,29,26,14,10,118,28,93,brain
36,20,22,46,207,33,33,34,44,8,23,65,13,14,10,21,22,38,64,brain
50,6,17,137,255,41,31,125,38,17,25,55,27,28,13,18,90,41,45,brain
14,6,3,96,255,8,3,61,15,3,7,23,5,2,6,10,32,11,44,brain
25,0,2,153,255,6,3,79,3,1,5,14,3,3,2,1,88,7,39,brain
9,3,40,67,255,7,61,59,7,0,0,8,0,0,0,0,88,0,86,brain
66,1,52,68,220,18,51,53,13,0,0,41,0,0,0,0,47,0,70,brain
32,20,4,2,129,37,5,5,38,5,7,37,6,11,3,1,10,5,38,brain
14,11,15,44,199,22,17,25,37,2,3,40,3,3,3,1,24,5,56,brain
156,133,33,23,11,209,36,17,211,46,56,176,50,61,24,80,18,60,45,brain
48,29,24,19,142,42,32,29,41,12,14,28,21,18,10,10,20,21,80,brain
16,0,28,76,255,7,36,60,11,12,25,28,20,17,11,3,48,32,63,brain
40,19,77,121,255,44,84,80,20,1,7,61,4,3,5,10,29,11,126,brain
15,2,9,61,191,9,21,37,12,6,20,21,14,9,5,12,15,26,56,brain
14,6,26,89,255,9,36,62,10,0,0,15,0,0,0,0,89,0,59,brain
19,5,13,37,152,14,18,32,18,4,11,22,8,8,4,5,19,16,58,brain
2,0,7,17,145,1,10,12,0,5,11,3,6,3,6,4,6,11,63,brain
13,5,31,100,238,17,37,58,15,20,38,19,28,28,19,21,21,46,79,brain
9,3,31,69,255,5,49,43,7,0,0,9,0,0,0,0,106,0,77,brain
24,30,3,20,169,40,4,20,46,12,11,48,12,18,9,0,15,8,49,brain
44,3,20,26,157,33,18,19,26,0,0,32,0,0,0,0,13,0,44,brain
15,3,38,105,255,9,47,66,10,0,0,14,0,0,0,0,136,0,77,brain
44,3,23,30,163,32,19,17,26,0,0,26,0,0,0,0,11,0,47,brain
2,0,11,107,255,2,23,47,2,5,13,2,11,10,8,14,21,27,45,brain
40,0,11,32,154,12,19,16,5,6,12,20,10,9,7,3,16,17,55,brain
32,13,25,50,157,30,39,59,37,13,33,38,22,19,13,22,49,38,85,brain
17,1,2,127,255,2,4,64,1,1,4,12,3,2,2,1,68,7,41,brain
99,82,20,25,151,111,28,37,164,6,16,144,14,11,7,10,31,25,68,brain
3,0,0,25,164,0,1,22,2,0,2,1,1,0,0,1,13,3,39,brain
42,2,14,19,147,26,13,11,20,0,0,31,0,0,0,0,9,0,45,brain
11,5,28,128,241,13,36,101,20,12,28,37,23,13,17,22,74,32,90,brain
16,0,31,100,210,3,39,58,5,0,0,15,0,0,0,0,21,0,56,brain
33,8,16,18,132,36,18,24,28,0,0,34,0,0,0,0,22,0,45,brain
130,114,31,103,165,142,48,95,185,37,39,165,51,68,22,13,81,58,47,brain
2,0,7,15,145,2,11,8,2,3,7,1,4,2,3,4,4,8,56,brain
63,45,67,12,11,70,72,29,146,64,83,132,79,108,42,5,42,73,110,brain
6,0,14,91,219,3,21,50,3,12,16,4,14,12,12,12,28,21,76,brain
11,5,36,113,255,10,45,80,8,0,0,12,0,0,0,0,140,0,71,brain
27,8,66,150,255,32,61,148,64,6,15,91,11,9,9,6,101,20,118,brain
16,2,32,115,255,8,52,85,10,0,0,14,0,0,0,0,135,0,74,brain
15,18,19,15,149,17,34,22,31,8,26,30,15,18,9,11,16,29,54,brain
20,27,26,17,145,24,34,12,56,14,35,51,27,23,17,24,4,43,78,brain
144,59,37,135,129,139,47,237,104,28,31,125,35,33,12,28,212,40,86,brain
20,16,14,9,129,22,15,13,44,8,12,42,10,13,4,4,13,10,53,brain
57,19,28,41,138,68,30,40,37,30,35,29,27,54,11,15,28,32,63,brain
27,7,4,35,170,34,5,30,44,6,14,53,11,6,8,1,14,14,44,brain
106,12,31,175,136,80,47,224,64,10,33,71,27,23,15,29,167,38,131,brain
13,5,37,102,255,10,52,69,9,0,0,12,0,0,0,0,141,0,73,brain
18,4,12,25,149,9,15,17,4,6,12,8,9,9,6,6,11,17,75,brain
18,5,13,32,150,11,22,28,12,4,12,15,6,6,3,8,19,19,59,brain
33,15,6,45,212,25,17,39,49,3,12,71,4,5,4,15,48,20,52,brain
78,71,32,34,184,110,40,56,118,14,33,96,29,28,19,9,34,37,144,brain
31,0,22,58,225,16,30,65,13,11,25,45,19,19,14,14,44,29,76,brain
23,10,49,178,255,19,45,174,25,10,12,26,14,15,9,24,91,25,72,ewer
40,22,9,179,202,36,10,170,52,2,8,55,7,1,7,6,72,8,72,ewer
6,5,8,50,185,11,7,54,14,1,5,21,5,3,3,7,42,9,57,ewer
8,7,44,84,116,9,70,93,23,16,35,30,40,27,25,13,58,61,159,ewer
47,24,26,99,255,58,41,108,43,9,24,49,19,14,8,23,40,38,119,ewer
38,16,20,155,255,23,20,144,38,7,15,40,11,9,7,9,78,20,91,ewer
28,26,9,82,255,24,16,69,41,2,8,42,6,6,3,4,46,15,64,ewer
66,38,33,49,169,54,58,80,74,11,16,92,19,15,13,27,64,38,104,ewer
17,9,39,70,255,17,61,91,25,14,23,38,27,21,22,19,50,37,147,ewer
8,3,7,23,164,7,9,24,14,2,9,13,4,3,3,4,13,10,63,ewer
15,4,6,51,178,13,13,39,16,2,5,20,4,5,6,8,23,9,58,ewer
127,24,41,40,42,87,54,46,184,15,32,228,25,16,18,14,81,45,101,ewer
20,5,27,135,255,12,45,94,5,24,31,9,43,31,25,16,91,57,72,ewer
56,33,27,60,150,50,39,70,175,11,28,190,23,17,11,13,69,35,92,ewer
64,35,21,140,248,52,42,136,81,14,24,88,22,21,11,19,91,32,90,ewer
12,10,21,17,157,15,26,17,32,7,12,35,11,13,5,5,16,20,77,ewer
16,7,44,137,255,22,57,125,31,20,26,52,28,19,19,16,94,47,105,ewer
31,29,24,115,255,31,40,119,30,7,23,45,18,16,12,29,53,30,93,ewer
30,5,8,99,55,17,10,255,43,3,10,43,6,5,5,6,178,11,69,ewer
17,9,32,61,181,17,41,81,26,5,23,40,15,17,11,12,88,32,101,ewer
52,34,30,184,128,54,40,210,109,8,20,88,14,17,11,21,210,28,116,ewer
129,26,18,96,255,80,28,105,38,10,18,35,16,17,14,11,149,34,89,ewer
54,33,26,86,115,67,38,121,58,18,32,75,30,31,13,13,112,40,79,ewer
32,18,9,110,220,36,15,107,45,6,13,49,8,9,6,11,69,22,82,ewer
6,7,26,182,255,7,46,166,16,15,25,15,21,13,16,25,32,38,89,ewer
26,5,32,99,255,25,56,113,29,18,30,49,34,26,23,27,108,46,103,ewer
44,14,40,193,233,43,64,179,61,15,32,78,24,21,21,22,53,48,115,ewer
23,5,11,28,145,26,16,39,19,6,9,26,7,5,7,10,36,11,55,ewer
15,12,16,149,255,13,25,154,21,6,14,22,8,5,8,8,130,16,108,ewer
112,48,61,110,166,100,56,167,138,0,0,116,0,0,0,0,176,0,49,ewer
32,22,15,131,210,43,32,169,56,6,15,71,12,9,10,13,61,23,77,ewer
13,7,32,90,255,18,48,73,33,11,19,39,15,12,13,11,32,29,154,ewer
51,26,36,32,160,33,36,36,57,25,25,53,33,44,20,11,33,30,125,ewer
6,3,25,87,248,6,32,59,10,13,19,19,18,12,16,13,21,27,78,ewer
38,18,21,155,182,33,32,169,37,8,14,37,10,9,7,20,130,20,98,ewer
47,18,22,200,229,34,35,138,35,12,21,72,19,15,13,23,80,28,116,ewer
45,21,19,70,201,35,32,81,38,12,20,48,19,19,11,13,56,28,85,ewer
23,29,17,121,234,34,18,120,61,5,12,105,7,8,9,5,100,13,87,ewer
10,6,8,12,144,11,11,10,12,2,5,15,2,2,3,4,8,6,52,ewer
39,47,28,108,231,51,35,131,45,13,30,73,23,24,12,10,46,32,113,ewer
9,249,25,84,65,8,33,80,11,0,6,10,1,1,2,7,27,4,226,ewer
61,35,8,169,178,50,14,186,82,7,13,79,7,6,6,7,145,15,72,ewer
48,49,50,4,12,52,76,5,111,14,31,86,25,19,16,16,12,42,116,ewer
25,16,20,92,125,31,22,143,22,0,0,32,0,0,0,0,79,0,48,ewer
16,15,21,133,243,18,33,100,29,20,36,35,32,33,18,15,26,35,63,ewer
25,16,16,71,255,30,19,71,28,8,14,64,13,5,10,12,53,27,95,ewer
14,9,20,141,241,18,33,100,22,23,29,23,29,22,18,20,31,42,43,ewer
13,8,14,90,255,11,32,86,27,5,17,31,13,10,13,22,49,32,92,ewer
13,6,28,80,255,11,39,83,20,17,29,23,25,20,19,28,37,39,95,ewer
20,1,8,9,133,13,8,11,12,2,5,23,4,4,2,4,8,5,60,ewer
7,5,36,97,255,8,59,96,7,16,23,12,22,19,18,20,50,36,114,ewer
15,4,19,58,255,12,27,59,20,7,17,31,17,18,11,14,41,23,83,ewer
23,12,31,192,189,21,39,160,37,9,19,51,17,12,11,24,68,33,95,ewer
35,4,29,134,255,22,35,156,30,9,15,38,12,11,15,18,239,28,140,ewer
7,4,8,79,188,4,16,65,9,4,12,9,8,8,8,10,36,12,59,ewer
8,5,25,63,178,9,31,68,12,7,19,17,14,12,10,23,33,34,73,ewer
12,13,39,172,255,20,61,144,23,11,21,31,25,18,15,33,62,41,118,ewer
48,29,24,173,201,34,33,131,59,10,21,72,15,15,7,24,72,30,146,ewer
53,20,63,38,65,63,70,55,56,19,28,58,34,28,18,29,34,39,117,ewer
24,15,14,14,202,25,33,19,44,10,24,44,18,18,9,12,11,43,59,ewer
20,6,34,120,255,13,54,129,12,16,32,18,27,30,23,9,118,50,99,ewer
33,39,34,96,225,43,44,97,88,18,28,120,17,19,17,15,64,31,100,ewer
10,9,25,76,255,15,35,91,22,14,32,31,24,15,18,22,42,42,110,ewer
43,19,54,49,52,49,69,55,74,30,81,102,64,47,41,22,46,88,120,ewer
17,19,14,59,149,27,17,69,19,6,15,32,12,13,5,17,46,16,73,ewer
6,5,34,63,255,8,52,47,8,9,26,17,16,11,11,9,11,32,160,ewer
13,16,20,86,255,14,30,57,18,5,25,23,21,13,10,9,28,30,95,ewer
9,3,34,162,175,10,48,140,8,15,35,7,23,20,16,16,54,40,108,ewer
17,15,12,12,155,21,17,10,26,11,19,28,19,13,8,6,9,20,75,ewer
35,18,49,105,103,38,65,153,49,27,36,77,32,29,28,39,230,54,142,ewer
10,5,15,127,126,12,28,105,14,8,16,15,12,11,10,13,40,24,90,ewer
19,10,13,3,133,25,16,3,19,9,11,18,15,14,8,1,5,15,62,ewer
44,27,22,42,197,36,37,43,70,16,28,80,24,17,18,20,38,38,96,ewer
6,2,18,29,198,7,29,26,7,10,25,8,21,14,13,6,22,25,82,ewer
61,3,27,103,29,48,45,166,23,4,12,47,9,13,8,20,255,14,110,ewer
101,67,27,216,183,114,41,211,118,21,33,78,28,42,24,22,124,40,144,ewer
13,14,17,69,255,12,25,75,25,10,19,27,18,12,12,18,23,28,96,ewer
36,9,38,144,255,20,59,138,38,11,21,56,18,18,17,17,75,33,130,ewer
7,3,17,76,255,4,27,67,10,4,15,12,9,5,9,8,36,13,120,ewer
21,8,32,141,255,14,53,122,20,13,36,29,26,17,21,26,60,49,138,ewer
11,12,34,175,249,14,43,150,25,14,29,36,31,21,23,29,56,43,114,ewer
43,36,17,124,212,52,30,111,82,9,19,61,13,11,12,15,78,28,75,ewer
16,11,13,115,255,19,18,131,37,1,12,41,7,1,6,7,55,11,112,ewer
13,12,7,76,255,24,12,74,18,2,5,37,3,3,2,7,33,7,60,ewer
17,11,43,72,157,16,65,99,22,13,33,30,22,20,21,33,59,42,124,ewer
40,2,38,178,218,31,50,148,27,12,20,58,18,18,12,12,103,24,86,buddha
18,11,26,110,255,22,41,100,41,5,19,62,20,11,12,21,83,31,93,buddha
28,4,14,38,158,14,23,35,16,5,12,23,11,12,5,9,28,15,54,buddha
76,41,38,62,255,54,49,84,130,9,21,154,14,14,10,11,112,34,159,buddha
87,67,41,87,72,81,61,98,131,27,30,141,31,35,19,10,99,56,85,buddha
164,72,37,118,97,143,54,179,118,19,31,146,28,32,24,20,158,44,104,buddha
0,0,28,202,193,6,39,225,1,7,29,4,14,10,11,26,202,30,154,buddha
64,1,33,140,198,36,42,108,25,15,28,50,22,21,16,21,64,37,108,buddha
60,4,44,196,220,38,51,211,37,18,38,74,29,32,27,22,140,48,109,buddha
5,1,22,65,255,5,26,76,11,6,18,24,12,14,7,25,37,23,89,buddha
42,19,12,135,255,44,22,143,36,10,16,64,11,11,6,11,60,24,96,buddha
45,44,35,9,142,53,44,14,101,38,45,93,42,73,25,6,18,46,88,buddha
93,63,40,10,0,103,53,8,132,37,49,103,48,75,25,21,29,54,119,buddha
142,64,23,105,111,149,24,101,120,27,43,147,37,44,16,59,75,35,44,buddha
17,8,41,157,243,13,60,121,30,16,31,53,26,10,16,18,45,40,151,buddha
61,25,40,112,228,72,55,119,59,25,30,100,27,24,22,13,68,42,115,buddha
45,3,18,22,186,47,27,31,15,20,23,21,19,18,14,6,33,32,91,buddha
141,51,43,170,146,116,46,140,196,18,37,195,29,24,17,29,120,40,120,buddha
51,49,21,116,80,53,36,99,114,10,22,129,15,10,13,23,116,26,129,buddha
27,5,44,147,255,20,58,130,16,22,32,40,29,25,22,22,71,50,89,buddha
39,2,27,223,255,22,43,184,9,8,20,36,14,12,11,26,123,27,67,buddha
39,7,44,56,63,34,60,61,133,24,43,238,34,25,27,13,67,48,94,buddha
22,20,20,11,141,29,32,12,41,11,20,45,17,12,15,8,15,28,95,buddha
50,60,21,6,9,54,27,15,75,13,19,60,14,18,7,30,16,20,99,buddha
29,19,42,103,255,32,57,104,33,16,32,46,26,23,22,34,46,42,138,buddha
61,10,33,122,215,35,36,162,29,12,22,67,23,25,20,21,104,33,101,buddha
28,19,12,154,227,38,15,166,54,4,9,64,7,10,5,4,46,13,61,buddha
6,5,12,53,243,8,19,43,9,10,11,18,7,8,6,26,27,15,67,buddha
32,14,36,171,205,23,52,178,67,23,34,89,29,31,26,25,63,51,86,buddha
87,53,26,41,68,81,42,49,143,11,23,179,18,20,11,7,82,44,84,buddha
13,0,15,55,227,6,22,42,8,2,8,16,5,5,3,16,29,14,70,buddha
93,50,64,7,3,99,65,12,82,39,53,70,53,66,21,23,21,59,75,buddha
92,41,39,167,104,79,57,191,132,11,18,161,15,15,14,18,174,29,106,buddha
33,6,27,134,174,21,39,134,42,12,26,67,17,10,13,35,91,30,113,buddha
1,1,31,105,255,1,44,82,6,10,24,4,24,20,12,9,36,38,72,buddha
113,41,40,160,233,95,59,135,82,24,35,95,32,30,27,23,66,43,112,buddha
82,22,23,132,237,71,37,148,57,12,21,88,20,13,15,12,113,32,121,buddha
13,5,11,34,167,8,17,30,20,3,13,23,8,6,8,12,35,13,82,buddha
1,1,40,123,255,0,56,107,1,12,22,3,18,14,16,11,50,23,123,buddha
13,1,87,145,198,8,111,126,9,0,0,14,0,0,0,0,73,0,146,buddha
6,1,18,39,197,3,22,25,6,5,15,12,13,10,9,12,16,24,71,buddha
12,8,21,45,184,16,33,54,26,7,18,27,15,13,10,16,32,32,99,buddha
19,15,25,107,255,15,37,70,20,14,25,30,17,15,16,18,36,43,107,buddha
63,22,82,76,109,60,57,74,180,0,0,227,0,0,0,0,55,0,37,buddha
62,11,28,240,184,31,36,211,59,13,21,95,17,16,7,38,174,29,77,buddha
40,18,29,121,87,33,49,125,46,32,48,70,37,35,29,21,129,59,88,buddha
59,21,36,109,255,29,44,101,61,10,22,51,15,18,14,29,84,28,131,buddha
121,106,35,222,78,106,49,178,187,17,30,255,34,23,18,16,133,48,63,buddha
57,26,27,165,148,54,39,159,89,9,17,126,15,20,7,22,87,25,62,buddha
21,2,16,44,167,16,21,36,21,4,11,32,8,8,7,7,44,13,87,buddha
58,10,25,163,255,35,46,139,31,15,29,54,29,19,20,35,124,40,139,buddha
8,9,27,235,226,19,46,255,26,12,22,36,16,8,15,31,85,25,142,buddha
13,6,10,32,169,8,18,29,21,3,10,25,7,4,4,10,35,10,80,buddha
10,4,14,16,161,12,21,18,22,8,12,20,8,8,7,8,17,16,63,buddha
