@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients32' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients56' numeric
@attribute 'Histogram of JPEG Coefficients158' numeric
@attribute 'Histogram of JPEG Coefficients70' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients85' numeric
@attribute 'Histogram of JPEG Coefficients101' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients120' numeric
@attribute 'Histogram of JPEG Coefficients102' numeric
@attribute 'Histogram of JPEG Coefficients152' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
158,94,158,20,10,15,131,26,68,19,100,81,15,5,13,7,36,10,12,dalmatian
87,255,56,32,25,31,98,44,44,36,115,31,22,10,17,15,83,19,15,dalmatian
141,208,86,21,14,18,153,29,37,19,92,49,12,6,15,12,89,22,29,dalmatian
107,232,53,38,19,33,113,41,54,25,102,47,21,18,27,23,76,33,7,dalmatian
116,202,106,18,12,18,123,24,12,14,87,49,11,7,11,6,69,13,8,dalmatian
35,214,33,15,9,11,59,14,28,20,78,21,11,1,5,6,50,6,8,dalmatian
63,255,43,41,17,27,103,42,53,33,151,51,22,9,15,14,88,19,15,dalmatian
114,237,71,46,28,42,158,63,28,41,119,42,30,15,24,22,85,34,16,dalmatian
117,248,90,29,20,27,113,43,27,30,134,46,20,12,17,19,79,31,13,dalmatian
69,237,58,0,0,0,64,0,66,81,39,50,0,0,0,0,2,0,3,dalmatian
75,255,32,41,25,28,118,63,4,34,136,15,28,18,34,30,255,33,32,dalmatian
82,255,65,31,26,30,130,41,57,45,117,70,18,14,24,16,103,26,40,dalmatian
135,230,95,32,13,23,166,39,153,37,54,102,18,16,21,14,40,26,14,dalmatian
60,255,38,28,25,22,67,43,18,31,126,23,20,13,17,19,94,28,16,dalmatian
111,234,74,37,22,28,135,41,37,35,116,65,23,9,16,15,117,24,25,dalmatian
55,255,16,29,25,26,62,31,71,27,126,43,23,6,10,19,125,16,28,dalmatian
61,255,45,29,18,25,76,47,14,46,106,29,24,12,18,13,67,17,11,dalmatian
98,238,68,34,25,34,157,48,56,46,109,50,20,20,30,22,92,41,24,dalmatian
54,255,25,7,5,2,78,10,19,10,107,16,9,1,3,1,26,2,5,dalmatian
81,255,52,1,1,1,95,2,21,36,46,30,1,0,0,0,5,0,14,dalmatian
22,159,30,11,6,9,30,11,57,7,62,14,9,3,7,4,16,7,5,dalmatian
89,255,96,39,17,35,126,43,42,54,74,58,18,19,32,20,77,34,11,dalmatian
60,255,33,25,25,29,100,44,22,34,103,26,22,15,20,17,99,25,22,dalmatian
43,192,31,0,0,0,35,0,11,26,37,19,0,0,0,0,0,0,0,dalmatian
59,255,39,39,21,29,90,52,46,28,153,44,24,7,20,15,87,14,13,dalmatian
94,253,71,37,26,32,140,44,40,25,114,61,26,12,18,23,84,23,11,dalmatian
146,197,103,31,30,34,133,39,59,35,87,68,21,12,26,17,119,26,23,dalmatian
12,151,12,8,7,8,16,11,12,11,62,8,7,3,9,6,23,12,5,dalmatian
190,220,165,23,17,19,198,30,67,23,121,134,20,8,11,8,111,14,21,dalmatian
104,159,50,31,21,19,106,33,108,30,124,31,29,6,13,12,107,17,34,dalmatian
114,240,94,48,30,35,185,58,124,37,82,71,22,17,37,24,99,40,17,dalmatian
121,244,105,40,22,30,132,55,58,33,124,82,29,20,24,17,46,32,11,dalmatian
39,255,26,17,11,22,84,41,8,32,57,22,10,11,16,12,18,24,9,dalmatian
33,254,31,0,0,0,54,0,26,22,36,16,0,0,0,0,0,0,0,dalmatian
10,153,9,8,3,5,15,6,6,5,49,7,3,2,3,3,13,4,2,dalmatian
79,255,39,29,19,20,131,33,17,26,140,17,20,9,16,16,120,18,17,dalmatian
122,255,89,31,25,30,146,38,60,36,97,68,19,14,27,19,111,32,21,dalmatian
119,155,66,9,4,6,119,17,26,7,64,36,6,2,5,2,22,4,20,anchor
140,25,79,12,9,18,73,22,128,21,25,85,8,7,17,11,138,17,41,anchor
102,255,57,16,8,15,138,27,51,11,48,47,8,6,15,7,36,16,22,anchor
53,58,62,31,24,44,50,50,37,37,140,33,21,20,60,42,101,48,24,anchor
13,135,13,7,5,6,10,9,10,9,52,7,5,5,10,6,6,10,2,anchor
75,177,79,0,0,0,71,0,145,71,36,81,0,0,0,0,0,0,3,anchor
143,255,99,16,10,11,152,28,142,25,85,105,10,7,8,6,105,14,78,anchor
9,6,11,90,169,242,8,120,15,255,85,8,55,147,108,70,42,163,3,anchor
98,109,96,45,22,51,93,61,111,43,136,100,23,29,45,34,81,37,8,anchor
132,232,107,35,19,37,209,50,100,35,104,82,22,17,25,18,90,30,22,anchor
94,180,42,43,19,38,85,52,94,32,143,73,22,19,30,19,35,39,5,anchor
137,172,78,9,7,8,97,15,134,6,61,58,8,3,5,3,42,6,12,anchor
23,138,31,13,4,8,17,18,41,17,52,26,9,5,7,7,19,8,12,anchor
123,105,93,29,15,26,105,43,126,30,115,73,14,13,29,18,85,25,19,anchor
72,82,83,42,32,31,85,61,27,31,135,82,30,13,29,23,155,25,29,anchor
86,120,43,29,13,25,113,43,128,52,84,42,14,11,20,17,51,20,15,anchor
225,143,255,17,9,12,222,28,195,33,91,241,14,10,16,9,85,18,60,anchor
166,149,110,22,16,28,233,40,36,35,72,74,15,13,22,13,141,26,42,anchor
15,157,18,3,2,1,15,5,20,5,49,10,3,0,1,0,6,1,2,anchor
161,255,108,30,21,26,153,44,107,45,111,116,23,12,26,24,109,27,31,anchor
146,158,114,27,14,20,167,47,69,13,90,75,17,10,24,10,156,20,24,anchor
31,26,44,45,30,44,21,51,46,40,85,43,21,21,43,33,82,42,13,anchor
81,77,86,38,23,36,64,47,210,37,80,92,26,20,44,25,95,35,18,anchor
9,28,8,36,15,24,8,27,34,21,163,9,19,5,18,17,73,16,21,anchor
20,139,25,13,5,10,10,15,17,6,51,18,7,4,11,6,13,12,9,anchor
68,223,55,33,22,28,93,35,59,37,71,48,18,13,30,17,61,38,13,anchor
15,154,16,3,1,1,18,5,21,5,46,10,2,1,1,0,10,2,3,anchor
7,108,9,25,19,23,4,39,46,28,126,14,18,12,25,15,53,22,7,anchor
102,151,140,41,23,40,90,43,218,47,102,123,25,20,45,22,90,45,24,anchor
80,214,51,33,21,25,121,56,29,29,108,45,19,12,18,17,82,24,15,anchor
67,188,60,43,25,42,83,66,107,52,75,54,23,23,45,30,54,44,12,anchor
206,107,232,29,17,27,188,40,255,46,71,206,16,16,29,20,87,41,19,anchor
21,137,14,6,2,4,15,6,40,7,49,13,3,2,3,2,10,3,6,anchor
26,145,24,15,6,12,28,13,23,10,59,12,6,5,13,7,12,11,2,anchor
85,255,94,28,14,24,136,30,124,58,102,61,18,15,19,17,45,25,31,anchor
165,165,95,48,48,59,214,46,130,43,83,149,40,26,50,33,234,50,37,anchor
31,74,35,57,22,46,30,64,65,48,97,35,24,21,47,27,29,44,4,anchor
10,141,12,12,6,8,9,12,15,7,57,11,6,4,6,3,17,7,5,anchor
25,148,27,11,6,8,20,16,33,17,64,22,6,6,8,5,17,11,3,anchor
22,171,17,0,0,0,29,0,13,10,37,10,0,0,0,0,0,0,0,anchor
6,137,6,7,3,6,12,7,7,3,46,7,4,2,3,1,11,3,2,anchor
193,102,158,18,9,21,224,28,74,24,26,89,6,7,17,15,70,23,28,anchor
88,255,118,0,0,0,130,0,57,28,36,131,0,0,0,0,0,0,3,brain
19,158,14,0,0,0,26,0,38,24,36,11,0,0,0,0,0,0,0,brain
21,176,12,0,0,0,42,0,8,25,36,5,0,0,0,0,0,0,0,brain
65,255,41,6,1,5,136,7,104,1,46,66,2,0,2,1,8,1,1,brain
28,140,27,17,5,12,20,20,24,26,50,20,6,8,24,13,11,19,13,brain
59,255,17,11,9,9,45,21,83,13,67,42,10,5,9,5,43,9,6,brain
42,133,50,15,6,19,39,20,74,32,61,37,8,9,25,13,27,17,9,brain
57,152,72,28,20,27,39,47,39,30,92,52,19,16,29,19,97,27,16,brain
10,157,9,0,0,0,24,0,27,19,36,5,0,0,0,0,0,0,0,brain
83,255,124,0,0,0,126,0,61,27,36,146,0,0,0,0,0,0,4,brain
23,155,15,0,0,0,28,0,35,22,36,9,0,0,0,0,0,0,0,brain
26,148,26,20,10,20,25,30,44,11,70,23,10,10,19,13,27,26,12,brain
136,47,84,47,15,27,104,47,255,47,55,157,22,13,47,25,125,33,101,brain
128,140,174,22,12,18,128,28,171,17,91,141,17,11,27,20,39,24,44,brain
148,255,196,14,9,11,186,16,158,54,71,164,9,6,10,7,49,9,36,brain
32,25,40,103,48,87,28,110,22,56,127,42,49,50,117,66,35,103,5,brain
37,150,29,0,0,0,57,0,26,24,36,21,0,0,0,0,0,0,0,brain
121,50,68,0,0,0,100,0,229,88,36,54,0,0,0,0,0,0,0,brain
129,255,137,9,6,7,127,15,90,19,127,122,10,4,9,5,35,8,12,brain
78,255,111,0,0,0,109,0,64,21,36,138,0,0,0,0,0,0,4,brain
72,255,123,0,0,0,117,0,56,33,36,129,0,0,0,0,0,0,4,brain
93,172,71,44,22,48,163,55,68,49,69,43,19,30,57,43,71,53,9,brain
72,247,26,19,10,13,78,29,18,18,55,19,12,8,18,11,54,16,30,brain
74,255,50,5,3,2,120,7,95,0,45,63,2,0,1,1,9,2,0,brain
14,145,12,5,3,6,27,9,17,6,53,9,4,2,3,2,19,5,5,brain
14,163,16,22,11,22,18,25,14,8,66,8,14,7,16,7,10,15,15,brain
13,157,13,0,0,0,32,0,35,23,36,10,0,0,0,0,0,0,0,brain
162,239,83,30,19,22,190,41,49,28,151,54,20,10,22,18,85,25,21,brain
13,151,10,0,0,0,17,0,28,17,36,6,0,0,0,0,0,0,0,brain
35,168,33,29,12,27,35,43,40,22,72,26,13,13,23,14,31,28,12,brain
70,164,95,23,9,21,53,21,179,40,101,80,10,9,29,14,27,22,11,brain
15,134,29,9,3,6,12,18,25,19,55,22,4,4,6,4,10,10,7,brain
115,255,89,16,7,17,168,28,20,11,55,54,8,8,20,13,21,15,27,brain
87,247,96,31,16,23,111,43,33,12,79,56,19,11,22,8,38,25,19,brain
82,255,63,22,13,20,86,31,58,33,96,95,17,10,16,12,65,21,19,brain
167,157,179,47,31,48,167,55,180,37,94,201,25,18,31,25,97,36,28,brain
66,226,59,0,0,0,132,0,40,62,36,42,0,0,0,0,0,0,0,brain
94,255,76,34,24,33,112,44,10,33,85,57,22,15,27,17,83,33,22,brain
43,168,38,30,17,25,39,39,29,23,69,30,14,13,23,16,58,29,18,brain
58,249,74,23,9,15,76,35,29,9,67,44,12,7,17,11,22,22,20,brain
100,255,63,6,3,6,151,10,42,38,60,39,4,2,6,3,20,7,10,brain
112,245,96,38,24,37,114,52,155,47,121,76,19,18,37,26,90,31,13,brain
89,162,91,17,14,16,80,20,73,33,82,64,14,9,21,11,29,17,19,brain
141,211,172,21,7,16,129,16,121,47,59,97,9,8,16,13,29,16,21,brain
130,255,158,22,13,14,128,31,37,22,102,163,13,7,7,7,25,14,10,brain
99,143,116,31,14,29,72,28,65,55,65,118,19,13,26,20,21,30,30,brain
34,207,27,23,10,13,46,38,31,16,62,22,15,6,14,8,17,15,14,brain
125,255,107,25,13,27,137,41,106,17,68,90,15,15,28,17,55,34,12,brain
61,255,41,7,6,5,96,11,18,2,64,32,6,2,2,3,40,5,1,brain
79,255,61,5,2,3,153,7,132,1,42,88,4,0,3,1,7,2,1,brain
59,255,99,0,0,0,67,0,23,33,36,88,0,0,0,0,0,0,2,brain
53,220,49,0,0,0,68,0,138,55,36,47,0,0,0,0,0,0,2,brain
5,129,6,7,3,6,2,5,22,6,39,10,3,4,11,5,7,9,0,brain
25,199,30,3,3,3,44,5,21,18,45,24,2,2,3,2,9,4,4,brain
17,11,12,56,24,50,23,60,108,37,70,18,24,24,61,46,38,45,54,brain
29,142,34,14,10,21,19,21,44,22,76,20,10,9,18,12,40,18,8,brain
60,255,76,25,11,20,76,32,36,25,51,48,12,10,17,12,22,19,2,brain
80,255,44,7,5,4,121,11,17,67,63,29,7,2,3,1,7,4,13,brain
37,191,27,20,5,14,61,26,19,6,56,15,11,6,9,6,14,11,10,brain
62,255,88,0,0,0,89,0,26,19,36,89,0,0,0,0,0,0,3,brain
32,152,28,11,4,8,37,16,23,12,52,19,7,4,8,4,13,7,12,brain
12,145,6,11,6,6,17,11,5,8,64,6,6,2,3,5,36,5,4,brain
58,238,25,38,19,28,100,46,18,30,75,21,22,22,28,20,74,35,14,brain
43,255,89,0,0,0,69,0,16,27,36,106,0,0,0,0,0,0,2,brain
20,169,22,11,9,12,20,8,17,6,56,15,8,6,18,12,6,12,0,brain
19,157,18,0,0,0,26,0,40,22,36,13,0,0,0,0,0,0,0,brain
66,255,113,0,0,0,105,0,39,28,36,136,0,0,0,0,0,0,6,brain
17,163,16,0,0,0,30,0,42,24,36,11,0,0,0,0,0,0,0,brain
47,255,26,13,8,11,107,27,7,4,54,21,13,6,10,5,16,15,16,brain
16,154,14,12,7,10,32,17,60,10,51,16,6,6,9,6,22,12,3,brain
59,157,55,33,13,22,50,38,56,19,77,49,15,19,19,13,55,24,20,brain
64,255,39,4,2,3,127,7,120,1,44,68,2,0,2,1,7,3,1,brain
37,151,44,16,7,14,25,25,74,20,78,31,9,7,11,6,21,15,7,brain
22,164,11,2,0,1,25,3,11,0,43,13,1,0,0,0,4,1,0,brain
11,147,10,0,0,0,19,0,30,13,36,9,0,0,0,0,0,0,0,brain
101,241,64,28,17,23,128,32,152,24,95,74,15,10,13,12,80,18,19,brain
58,210,34,0,0,0,100,0,25,34,36,21,0,0,0,0,0,0,0,brain
24,132,23,0,0,0,18,0,39,22,36,22,0,0,0,0,0,0,1,brain
95,165,108,39,22,51,103,58,113,36,67,81,21,27,68,37,58,54,32,brain
8,145,6,7,3,4,15,8,7,5,56,4,4,2,2,3,19,5,5,brain
29,11,42,83,42,79,12,73,31,60,75,42,40,42,108,64,40,93,18,brain
50,219,42,16,12,14,91,21,14,13,78,28,14,7,12,12,70,15,8,brain
80,255,129,0,0,0,113,0,45,29,36,140,0,0,0,0,0,0,5,brain
148,255,110,15,9,11,150,20,125,65,73,101,6,6,9,6,33,13,18,brain
85,255,112,0,0,0,115,0,55,34,36,135,0,0,0,0,0,0,7,brain
22,149,17,26,9,15,15,29,20,15,58,16,11,7,18,8,25,20,10,brain
12,145,9,35,17,27,17,43,21,26,112,4,18,9,23,14,65,25,8,brain
237,129,229,31,12,35,135,40,176,30,94,212,16,17,33,28,74,27,26,brain
13,129,14,12,4,10,9,10,18,12,46,13,3,6,13,8,13,11,17,brain
40,138,38,35,11,27,41,32,39,35,57,28,13,21,54,30,19,39,16,brain
30,170,17,14,8,11,35,14,27,4,57,14,10,5,6,6,10,9,0,brain
224,136,205,33,15,27,175,38,246,21,111,167,20,12,23,10,141,22,40,brain
69,255,143,0,0,0,102,0,29,35,36,141,0,0,0,0,0,0,4,brain
17,149,13,12,6,9,25,17,14,10,68,11,8,5,9,6,30,8,6,brain
28,150,27,12,3,6,32,19,21,10,56,19,5,4,6,4,14,8,11,brain
39,212,50,12,4,4,45,20,80,2,52,48,9,3,5,3,9,5,16,brain
56,184,42,33,19,29,34,37,78,27,139,34,16,10,28,14,34,25,8,brain
65,225,56,25,14,19,58,29,55,18,92,44,14,11,19,11,43,22,9,brain
174,255,117,12,9,14,178,25,46,42,38,91,5,8,15,10,53,21,24,ewer
170,202,76,8,7,7,179,8,109,7,83,72,8,2,1,2,27,4,3,ewer
54,185,22,5,3,5,50,9,56,6,63,42,4,1,3,1,25,4,5,ewer
93,116,92,35,25,40,84,61,15,38,150,58,26,16,27,16,81,37,21,ewer
108,255,47,24,8,19,99,38,44,22,112,40,16,11,14,9,54,20,14,ewer
144,255,86,15,7,11,155,20,99,17,96,78,10,7,9,7,42,12,11,ewer
69,255,16,8,3,6,82,15,129,9,59,46,4,3,6,2,14,7,5,ewer
80,169,13,16,13,19,49,38,255,36,78,64,12,9,15,11,59,13,41,ewer
91,255,51,23,22,27,70,37,75,37,126,50,18,9,21,14,81,21,35,ewer
24,164,18,9,3,4,23,10,30,6,68,13,4,3,3,2,11,5,2,ewer
39,178,30,5,6,4,51,9,41,8,62,23,5,3,5,2,33,5,5,ewer
46,42,64,32,18,25,40,45,182,40,99,81,17,9,16,15,98,27,19,ewer
94,255,103,31,25,43,135,57,27,22,78,91,18,18,31,24,94,46,17,ewer
70,150,84,28,11,23,60,35,107,23,126,69,18,10,17,11,51,18,24,ewer
136,248,132,24,11,22,140,32,85,23,82,91,18,11,21,14,56,24,9,ewer
17,157,19,12,5,11,17,20,19,17,70,16,7,7,13,7,13,13,2,ewer
125,255,117,26,19,28,137,47,30,30,94,94,16,18,19,20,69,36,16,ewer
119,255,54,23,12,18,115,30,81,23,83,53,9,9,16,7,22,22,23,ewer
255,55,166,10,5,6,99,11,56,7,73,178,6,2,5,3,25,6,3,ewer
81,181,34,23,11,15,61,32,138,25,80,88,14,5,17,5,35,17,11,ewer
210,128,250,20,11,14,184,28,75,34,93,210,13,8,17,8,78,21,21,ewer
105,255,135,18,14,16,96,34,169,18,71,149,12,9,17,10,33,14,12,ewer
121,115,48,32,13,30,86,40,226,23,98,112,14,15,31,18,60,24,18,ewer
107,220,80,13,6,8,110,22,127,11,85,69,8,5,9,6,40,10,7,ewer
166,255,83,25,16,21,182,38,15,24,90,32,19,11,13,15,83,21,34,ewer
113,255,118,30,23,34,99,46,64,34,115,108,27,17,26,18,96,28,30,ewer
179,233,116,32,21,24,193,48,93,39,136,53,22,14,21,15,109,25,24,ewer
39,145,42,9,7,7,28,11,33,13,56,36,5,3,5,6,40,7,7,ewer
154,255,155,14,8,8,149,16,98,9,101,130,8,1,5,6,39,5,12,ewer
167,166,165,0,0,0,110,0,61,69,36,176,0,0,0,0,0,0,1,ewer
169,210,62,15,10,12,131,23,81,11,75,61,12,5,9,6,46,11,25,ewer
73,255,46,19,13,15,90,29,49,29,98,32,13,7,12,11,50,17,15,ewer
36,160,29,25,20,33,32,30,53,33,111,33,18,17,44,25,65,28,8,ewer
59,248,38,19,16,18,87,27,10,22,86,21,10,10,12,13,67,19,15,ewer
169,182,158,14,7,10,155,20,52,15,83,130,10,6,9,8,40,11,10,ewer
138,229,87,21,13,19,200,28,96,28,111,80,14,10,15,12,89,20,21,ewer
81,201,71,20,11,19,70,28,48,19,84,56,14,11,19,12,36,28,24,ewer
120,234,72,12,9,7,121,13,82,10,78,100,10,3,8,5,23,9,11,ewer
10,144,11,5,3,2,12,6,12,7,56,8,3,1,2,2,19,2,5,ewer
131,231,39,30,12,23,108,32,91,26,77,46,13,9,24,13,61,22,13,ewer
80,65,37,6,2,1,84,4,9,33,173,27,7,0,1,0,6,1,3,ewer
186,178,174,13,6,7,169,15,48,9,61,145,9,6,6,7,25,8,3,ewer
5,12,7,31,16,25,4,42,35,44,123,12,14,14,19,14,56,29,14,ewer
143,125,95,0,0,0,92,0,123,21,36,79,0,0,0,0,0,0,6,ewer
100,243,44,36,18,32,133,35,28,19,67,26,19,17,33,20,70,38,20,ewer
71,255,30,14,10,13,71,27,94,13,123,53,13,4,5,8,57,10,20,ewer
100,241,71,29,18,29,141,42,30,19,87,31,14,13,22,23,66,27,24,ewer
86,255,41,17,13,13,90,32,81,10,97,49,11,2,10,5,69,9,16,ewer
83,255,46,29,19,25,80,39,31,24,97,37,18,12,20,17,95,27,24,ewer
11,133,10,5,2,4,9,5,13,7,63,8,3,1,4,2,22,4,5,ewer
96,255,49,23,18,22,97,36,39,38,78,50,15,12,19,16,55,22,20,ewer
59,255,31,17,11,17,58,23,64,13,100,41,15,12,18,7,51,19,9,ewer
160,189,125,19,11,17,192,33,52,28,70,68,14,8,12,9,59,16,22,ewer
156,255,180,15,15,12,134,28,52,27,98,239,13,5,11,9,55,11,10,ewer
65,188,52,12,8,8,79,12,27,5,61,36,8,4,8,4,46,8,15,ewer
68,178,60,19,10,14,63,34,15,20,67,33,17,6,12,7,50,15,9,ewer
144,255,70,21,15,25,172,41,79,40,91,62,11,13,18,11,112,29,37,ewer
131,201,82,21,7,15,173,30,200,20,146,72,13,10,15,10,71,15,20,ewer
55,65,35,28,18,34,38,39,59,53,93,34,10,19,28,19,36,32,21,ewer
19,202,12,24,9,18,14,43,16,9,79,11,13,10,18,10,20,13,9,ewer
129,255,132,32,23,27,120,50,40,37,86,118,26,15,30,16,96,34,21,ewer
97,225,27,28,17,17,96,31,125,22,107,64,19,11,19,18,58,21,20,ewer
91,255,38,32,18,24,76,42,45,21,120,42,20,10,15,14,93,23,15,ewer
55,52,52,81,41,64,49,88,58,55,129,46,47,25,47,30,66,55,32,ewer
69,149,30,15,5,12,59,16,75,13,77,46,8,6,13,6,62,13,8,ewer
47,255,32,26,11,16,63,32,9,25,130,11,16,7,11,9,37,13,9,ewer
57,255,35,25,10,21,86,30,42,18,120,28,19,8,13,5,44,13,7,ewer
140,175,75,35,16,23,162,40,38,22,88,54,19,14,20,15,54,28,16,ewer
10,155,14,19,8,19,12,20,10,15,93,9,13,8,13,11,35,12,5,ewer
153,103,181,36,28,32,105,54,83,49,109,230,23,17,29,27,119,26,32,ewer
105,126,57,16,10,12,127,24,49,9,105,40,12,6,11,8,43,13,16,ewer
3,133,7,11,8,15,3,15,11,17,64,5,6,7,14,9,10,15,2,ewer
43,197,30,28,18,24,42,38,89,27,107,38,17,15,17,16,95,23,20,ewer
26,198,32,25,13,21,29,25,18,13,94,22,12,10,14,10,38,22,7,ewer
166,29,230,12,8,9,103,14,140,24,65,255,7,5,13,4,63,11,39,ewer
211,183,150,33,24,28,216,40,97,30,161,124,25,15,42,21,87,25,16,ewer
75,255,35,19,12,18,69,28,26,23,99,23,9,6,12,10,59,10,16,ewer
138,255,95,21,17,18,144,33,71,28,76,75,16,9,18,11,54,20,17,ewer
67,255,58,15,9,9,76,13,3,13,103,36,13,3,5,4,52,6,17,ewer
122,255,76,36,21,26,141,49,45,34,146,60,22,9,17,13,100,18,27,ewer
150,249,97,29,23,31,175,43,35,31,144,56,17,13,21,14,126,24,24,ewer
111,212,141,19,12,13,124,28,36,13,78,78,16,6,11,9,52,13,15,ewer
131,255,78,12,6,7,115,11,60,8,119,55,9,1,1,1,27,5,9,ewer
74,255,34,5,2,3,76,7,49,5,48,33,3,1,3,2,17,3,10,ewer
99,157,45,33,21,22,72,42,88,53,105,59,16,11,20,13,90,29,20,ewer
148,218,127,20,12,18,178,24,69,32,53,103,8,8,18,12,30,18,7,buddha
100,255,57,19,12,20,110,31,127,21,72,83,14,8,11,5,61,21,29,buddha
35,158,31,12,5,11,38,15,33,13,58,28,6,5,12,5,17,12,8,buddha
84,255,120,21,10,14,62,34,98,27,114,112,12,7,14,9,49,19,17,buddha
98,72,106,30,19,31,87,56,84,46,77,99,12,19,35,27,64,38,10,buddha
179,97,203,31,24,28,118,44,152,25,125,158,19,20,32,19,97,29,29,buddha
225,193,255,29,11,14,202,30,47,22,114,202,15,7,10,7,113,19,34,buddha
108,198,97,28,16,22,140,37,73,34,141,64,19,9,21,15,105,19,12,buddha
211,220,165,38,27,29,196,48,107,41,83,140,20,18,32,18,119,33,28,buddha
76,255,62,18,7,12,65,23,39,22,64,37,9,7,14,6,43,16,19,buddha
143,255,81,16,6,11,135,24,92,12,79,60,11,4,11,10,38,14,10,buddha
14,142,22,45,25,42,9,46,33,29,100,18,21,23,73,38,29,49,7,buddha
8,0,11,49,25,48,10,54,69,48,121,29,28,24,75,37,94,55,21,buddha
101,111,87,43,16,37,105,35,128,15,54,75,17,15,44,27,35,36,47,buddha
121,243,78,31,16,26,157,40,33,38,123,45,20,5,10,16,77,18,18,buddha
119,228,84,30,22,27,112,42,100,33,107,68,20,9,24,25,71,26,18,buddha
31,186,45,23,14,19,22,32,68,24,92,33,15,15,18,20,40,25,7,buddha
140,146,84,37,17,29,170,40,219,41,113,120,21,7,24,18,67,26,21,buddha
99,80,104,22,13,15,116,26,143,22,191,116,18,6,10,10,80,14,17,buddha
130,255,108,32,22,29,147,50,63,45,99,71,25,16,25,22,89,35,9,buddha
184,255,146,20,11,14,223,27,98,30,65,123,9,6,12,8,37,16,21,buddha
61,63,78,43,27,34,56,48,39,43,82,67,23,16,25,24,98,32,9,buddha
12,141,15,20,15,17,11,28,29,19,106,15,12,7,12,11,55,19,8,buddha
15,9,14,19,7,14,6,20,45,19,79,16,13,8,18,13,47,20,16,buddha
104,255,60,32,22,26,103,42,40,40,95,46,20,11,23,16,126,24,26,buddha
162,215,97,22,20,23,122,33,196,25,92,104,19,10,25,12,95,22,19,buddha
166,227,92,9,5,7,154,13,69,14,66,46,7,4,10,4,25,8,3,buddha
43,243,24,11,6,7,53,15,31,16,72,27,5,4,8,10,26,10,24,buddha
178,205,90,34,26,29,171,51,72,34,82,63,24,15,31,23,115,37,25,buddha
49,68,72,23,11,18,41,44,63,25,82,82,14,10,20,11,29,23,8,buddha
42,227,29,8,3,5,55,14,42,12,59,29,6,3,5,2,13,5,6,buddha
12,3,14,53,21,53,7,59,52,56,77,21,21,31,66,39,82,72,17,buddha
191,104,193,18,14,15,167,29,103,40,87,174,13,7,15,11,62,18,37,buddha
134,174,85,26,13,17,134,30,129,20,116,91,15,8,10,12,105,15,31,buddha
82,255,62,24,12,24,105,38,7,27,81,36,15,11,20,10,32,24,9,buddha
135,233,95,35,27,32,160,43,82,34,108,66,20,17,30,24,112,38,15,buddha
148,237,86,21,15,20,132,32,207,24,122,113,20,10,13,12,64,20,13,buddha
30,167,25,13,8,8,34,13,32,9,80,35,9,4,6,3,41,6,15,buddha
107,255,73,22,16,18,123,23,8,38,92,50,10,8,14,12,60,21,14,buddha
126,198,82,0,0,0,145,0,77,85,36,73,0,0,0,0,0,0,10,buddha
25,197,22,15,9,13,39,24,10,18,74,16,10,6,10,5,21,14,6,buddha
54,184,52,18,10,15,45,32,41,23,79,32,13,7,13,7,31,17,10,buddha
70,255,46,25,16,17,107,43,61,15,122,36,16,10,15,14,53,24,18,buddha
74,109,69,0,0,0,76,0,77,70,36,55,0,0,0,0,0,0,0,buddha
211,184,185,21,7,17,240,29,182,23,71,174,8,7,16,13,57,18,30,buddha
125,87,135,48,29,37,121,59,63,32,107,129,29,18,35,32,85,42,14,buddha
101,255,93,22,14,15,109,28,124,30,87,84,14,8,18,10,51,23,56,buddha
178,78,145,30,18,34,222,48,113,33,78,133,21,18,23,17,115,26,13,buddha
159,148,132,17,7,15,165,25,79,24,53,87,8,9,20,9,32,20,17,buddha
36,167,46,11,7,8,44,13,69,13,63,44,10,4,8,4,39,9,14,buddha
139,255,118,29,20,29,163,40,169,29,124,124,19,4,19,15,140,17,19,buddha
255,226,132,22,15,16,235,25,47,26,126,85,15,7,8,12,128,13,32,buddha
29,169,25,10,4,7,32,10,31,9,75,35,7,3,4,3,30,4,17,buddha
18,161,16,12,7,8,16,16,15,10,82,17,9,5,8,8,28,8,8,buddha
